Cruise_Name,Station,TimePeriod,Latitude,Longitude,Ich_Haul_Fctr,Cruise_Name,Station,100000000,121050300,121050304,121060000,121060101,121060103,143130803,143150501,148010105,148010106,148010107,148010201,148010301,148010401,148010501,148010701,148041401,148041403,170024806,170025015,170070201,170070202,170080101,170200907,170201801,170201902,170203701,170280101,170282601,170340102,170400203,170440100,170440604,170460402,170511100,170570503,170570505,183010301,183010605,183012301,183012403,183020201,183020301,183021301,183030101,183050711,183050712
AL0607,91,aug,41.2667,-66.5867,5.43,AL0607,91,1,,,,,,,,,,67,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
AL0607,101,aug,42.4783,-67.9383,6.74,AL0607,101,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0607,106,aug,42.11,-66.0483,4.88,AL0607,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0607,107,aug,41.7367,-66.0133,3.56,AL0607,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
AL0607,111,aug,42.5617,-65.635,3.31,AL0607,111,,,,,,,,,,,2,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0607,122,aug,44.2267,-66.9083,3.21,AL0607,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0607,127,aug,43.595,-69.01,3.23,AL0607,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0607,129,aug,42.9367,-69.5383,5.59,AL0607,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0210,2,nov,39.4883,-73.5217,6.5,DE0210,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
DE0210,8,nov,38.6483,-73.945,5.9,DE0210,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
DE0210,11,nov,37.64,-74.7883,5.1,DE0210,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
DE0501,6,jan,43.0167,-70.285,4.91,DE0501,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0501,11,jan,43.0183,-68.6483,8.01,DE0501,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0501,17,jan,43.5683,-67.175,5.55,DE0501,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0501,22,jan,43.0617,-66.9167,3.63,DE0501,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0501,28,jan,42.1033,-65.9483,4.81,DE0501,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0501,39,jan,41.2267,-68.345,2.23,DE0501,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0501,47,jan,41.5183,-66.3767,2.36,DE0501,47,3,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,6,jan,42.6417,-69.75,5.29,DE0602,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,15,jan,43.6467,-68,4.42,DE0602,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,21,jan,43.1517,-67.1733,4.12,DE0602,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,25,jan,42.4117,-67,5.53,DE0602,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,30,jan,42.1033,-68.0867,5.16,DE0602,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,36,jan,40.6433,-68.5783,5.04,DE0602,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,44,jan,40.6883,-66.85,4.79,DE0602,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,47,jan,41.6917,-65.78,3.06,DE0602,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,52,jan,42.0583,-66.1683,5.97,DE0602,52,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0602,60,jan,41.1067,-67.5017,5.33,DE0602,60,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,7,nov,40.52,-73.8417,1.45,DE0616,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,17,nov,39.14,-72.9717,4.94,DE0616,17,2,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,19,nov,39.395,-72.7767,4.76,DE0616,19,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
DE0616,28,nov,40.3133,-71.4983,6.66,DE0616,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
DE0616,30,nov,40.1467,-70.1833,5.43,DE0616,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
DE0616,50,nov,43.73,-68.64,4.29,DE0616,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,51,nov,43.485,-68.115,4.47,DE0616,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,58,nov,44.1833,-66.5283,5.2,DE0616,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,59,nov,43.6083,-67.0767,5.54,DE0616,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,64,nov,42.1467,-67.645,8.94,DE0616,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0616,68,nov,42.4083,-67.01,6.62,DE0616,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0701,9,jan,42.89,-70.13,5.28,DE0701,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0701,16,jan,43.2667,-67.2617,3.75,DE0701,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0701,17,jan,43.3983,-67.69,5.1,DE0701,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0701,23,jan,43.9317,-68.19,4.46,DE0701,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0701,35,jan,41.2533,-67.3417,5.02,DE0701,35,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,7,may,39.8083,-72.205,5.32,DE0706,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,10,may,38.9383,-72.9167,5.22,DE0706,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,15,may,37.8567,-74.645,4.07,DE0706,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
DE0706,18,may,36.2317,-74.81,5.84,DE0706,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
DE0706,22,may,36.27,-75.15,4.46,DE0706,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,33,may,38.815,-74.5133,2.93,DE0706,33,,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,2,,,,1,,,
DE0706,46,may,40.38,-73.6267,1.94,DE0706,46,,,4,,,,,,,,,,,,,,,,,,,,,,,,,14.5,7,,,,,,12.5,,15,,,5.5,,,,,5.5,,
DE0706,47,may,40.605,-72.985,1.95,DE0706,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,8,,
DE0706,54,may,40.065,-70.045,5.11,DE0706,54,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,2,,,,3,,
DE0706,55,may,40.065,-69.585,6.04,DE0706,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,70,may,40.27,-68.35,5.04,DE0706,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,72,may,40.6483,-67.5817,4.37,DE0706,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,76,may,41.1933,-67.575,2.17,DE0706,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
DE0706,82,may,41.5583,-67.18,7.61,DE0706,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
DE0706,85,may,41.7717,-66.38,6.53,DE0706,85,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,
DE0706,93,may,42.065,-66.5167,7.2,DE0706,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,
DE0706,96,may,42.1883,-67.32,8.26,DE0706,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,102,may,42.3567,-68.8467,6.16,DE0706,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,105,may,42.7283,-67.2783,7.97,DE0706,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,109,may,44.1883,-66.9817,5.41,DE0706,109,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
DE0706,112,may,43.65,-67.6833,7.92,DE0706,112,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0706,115,may,43.2717,-67.9867,8.74,DE0706,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,5,aug,40.6083,-69.8467,4.54,DE0709,5,1,,,,,,,,,,54.4166,,,,,,,1,,,,,,,,,,,,,,,,,,,,17.5833,,4,,,,,,,
DE0709,13,aug,39.4117,-72.2317,4.38,DE0709,13,,,,,,,,,,,,,,,,,4,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,17,aug,39.435,-73.4033,2.57,DE0709,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,5,,3,,,,,,,
DE0709,20,aug,38.8533,-72.9483,5.3,DE0709,20,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,
DE0709,25,aug,37.5617,-74.675,4.9,DE0709,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,33,aug,37.6867,-74.9117,1.99,DE0709,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,,1,,,,,,,,,
DE0709,35,aug,38.395,-74.5083,2.5,DE0709,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,2,,,,,,,,,
DE0709,52,aug,40.6833,-71.8167,3.59,DE0709,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,53,aug,40.8533,-71.55,5.62,DE0709,53,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,,2,,,,,,,
DE0709,59,aug,40.8567,-69.22,3.81,DE0709,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,65,aug,40.6867,-67.6117,6.57,DE0709,65,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
DE0709,69,aug,40.9667,-66.8333,3.58,DE0709,69,,,,,,,,,,,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
DE0709,72,aug,41.2267,-67.6133,3.31,DE0709,72,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,1,,,,,,,,,,30.5,,2,,,,,1,,
DE0709,76,aug,41.9783,-68.3083,5.43,DE0709,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,81,aug,41.685,-67.2183,4.49,DE0709,81,,,,,,,,,,,2,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
DE0709,89,aug,42.0067,-67.1367,4.31,DE0709,89,,,,,,,,,,,,,,,,,,16.333,,,,,,,,,,,,,,,,,1,,,,,,,,1.666,,1,,
DE0709,91,aug,42.4333,-67.075,6.27,DE0709,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,97,aug,42.85,-65.9167,5.77,DE0709,97,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,99,aug,43.06,-67.1117,3.62,DE0709,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0709,102,aug,42.7667,-68.3583,5.3,DE0709,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,3,nov,41.1017,-71.6383,3.47,DE0711,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,5,nov,40.7317,-72,2.6,DE0711,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,
DE0711,8,nov,39.8983,-72.345,3.39,DE0711,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,16,nov,38.4333,-73.7683,4.09,DE0711,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,34,nov,37.895,-74.9483,1.79,DE0711,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,
DE0711,35,nov,38.23,-74.5467,2.95,DE0711,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
DE0711,42,nov,39.3117,-73.41,3.96,DE0711,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,43,nov,39.605,-73.08,3.61,DE0711,43,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,53,nov,40.4367,-70.7517,5.36,DE0711,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,56,nov,40.8983,-70.7483,5.08,DE0711,56,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,6,,,,,,
DE0711,71,nov,44.265,-66.7133,4.72,DE0711,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,78,nov,42.5617,-66.4733,3.61,DE0711,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,84,nov,42.6033,-68.28,5.76,DE0711,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,86,nov,42.06,-68.64,5.06,DE0711,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0711,89,nov,42.56,-69.2367,5.45,DE0711,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,11,jan,39.73,-72.2883,6.27,DE0802,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,13,jan,39.6483,-72.725,4.64,DE0802,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,14,jan,39.1083,-73.4117,7.46,DE0802,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,23,jan,41.145,-70.4167,2.9,DE0802,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,25,jan,40.69,-69.7433,3.75,DE0802,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,26,jan,40.5617,-70.4417,3.59,DE0802,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,39,jan,40.8167,-68.88,3.73,DE0802,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,40,jan,41.0217,-68.7133,5.6,DE0802,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,44,jan,41.315,-68.3817,4.07,DE0802,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,47,jan,41.0217,-67.7133,3.97,DE0802,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,52,jan,40.565,-67.145,5.3,DE0802,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,71,jan,42.3517,-66.2383,2.81,DE0802,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,73,jan,42.8067,-67.015,4.58,DE0802,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,78,jan,42.7733,-68.48,4.63,DE0802,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,82,jan,44.1883,-67.845,3.73,DE0802,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0802,85,jan,43.0233,-70.4383,3.96,DE0802,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,6,aug,40.7717,-71.8483,3.66,DE0808,6,1,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,56,,1,,,,,,,
DE0808,19,aug,38.2683,-74.4067,6.17,DE0808,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,20,aug,37.69,-74.5117,4.59,DE0808,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
DE0808,23,aug,37.3133,-75.0733,4.01,DE0808,23,3,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,18,,1,,,,,,,,,
DE0808,27,aug,36.4367,-75.2117,2.38,DE0808,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,29,aug,35.5233,-75.3483,1.94,DE0808,29,,,,347.54,,,,,,,,,,,,,,,,,,,,,,92.73,,,,,,,,,,,,,,,,,,,,,5.714
DE0808,55,aug,40.02,-72.64,3.26,DE0808,55,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,
DE0808,59,aug,40.0583,-71.67,7.01,DE0808,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
DE0808,61,aug,40.065,-71.4467,2.69,DE0808,61,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,7,,,,,,,
DE0808,64,aug,40.3167,-70.29,12.11,DE0808,64,1,,,,,,,2,,,5.328,,,,,,,,,,,,,,,,,,,,,,,,,,,12.656,,2,,,,,,,
DE0808,73,aug,40.605,-68.615,7.59,DE0808,73,3,,,,,,,1,,,65,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
DE0808,77,aug,41.06,-68.1483,2.05,DE0808,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,83,aug,41.395,-66.9483,4.14,DE0808,83,5,,,,,,,,,,51,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
DE0808,88,aug,41.5167,-66.3333,6.2,DE0808,88,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,91,aug,41.9,-65.9783,4.97,DE0808,91,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
DE0808,103,aug,41.2667,-69.4,5.92,DE0808,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,
DE0808,106,aug,42.355,-68.545,5.31,DE0808,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,113,aug,42.8117,-67.8067,3.51,DE0808,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,121,aug,43.77,-67.3783,5.32,DE0808,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,124,aug,43.4283,-69.3733,4.98,DE0808,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,126,aug,43.0633,-69.115,3.83,DE0808,126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0808,133,aug,43.1333,-70,5.5,DE0808,133,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
DE0902,8,jan,40.1483,-70.845,4.86,DE0902,8,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,11,jan,40.015,-72.17,3.89,DE0902,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,12,jan,40.4367,-71.6133,4.92,DE0902,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,15,jan,40.3967,-72.9083,3.01,DE0902,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,20,jan,39.4833,-73.0733,2.78,DE0902,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,28,jan,37.88,-74.03,3.36,DE0902,28,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,33,jan,36.56,-75.1117,3.77,DE0902,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,36,jan,35.5883,-75.4067,0.81,DE0902,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,38,jan,36.225,-75.2817,1.55,DE0902,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,48,jan,37.48,-75.2467,2.57,DE0902,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,78,jan,40.9367,-67.6417,3.75,DE0902,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,81,jan,41.2717,-67.3467,1.03,DE0902,81,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,83,jan,40.8867,-66.585,7.4,DE0902,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,86,jan,41.68,-66.13,3.83,DE0902,86,2,,1.33,,,,,,,,,,4,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
DE0902,89,jan,41.565,-66.7817,4.03,DE0902,89,5,,,,,,,,,,,,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,95,jan,42.2767,-65.9817,4.5,DE0902,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,108,jan,42.7683,-69.0683,5,DE0902,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,112,jan,43.3533,-67.5783,5.2,DE0902,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,115,jan,44.36,-67.715,6.7,DE0902,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,117,jan,43.765,-68.44,6.67,DE0902,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0902,118,jan,43.2283,-69.2817,10.26,DE0902,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,4,may,40.3967,-70.2783,6.82,DE0905,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,
DE0905,6,may,40.1033,-71.67,6.8,DE0905,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
DE0905,15,may,38.9833,-72.8333,5.87,DE0905,15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,17,may,38.9,-73.6333,3.57,DE0905,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,25,may,37.2717,-75.445,1.47,DE0905,25,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,10,8,,,,,,,
DE0905,33,may,36.8517,-75.71,1.91,DE0905,33,1,,,,4,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,2,,4,,,,,,,,
