Cruise_Name,Station,TimePeriod,Latitude,Longitude,Ich_Haul_Fctr,Cruise_Name,Station,100000000,121050300,121050304,121060000,121060101,121060103,143130803,143150501,148010105,148010106,148010107,148010201,148010301,148010401,148010501,148010701,148041401,148041403,170024806,170025015,170070201,170070202,170080101,170200907,170201801,170201902,170203701,170280101,170282601,170340102,170400203,170440100,170440604,170460402,170511100,170570503,170570505,183010301,183010605,183012301,183012403,183020201,183020301,183021301,183030101,183050711,183050712
DE0905,47,may,39.8167,-73.5233,2.45,DE0905,47,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
DE0905,54,may,41.4033,-71.0117,1.31,DE0905,54,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,70,24,,,,,,,,,,,,,,,,,,
DE0905,59,may,40.8867,-69.585,3.49,DE0905,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
DE0905,60,may,40.4833,-69.1167,3.85,DE0905,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,63,may,40.105,-68.755,5.05,DE0905,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,71,may,41.8167,-67.98,3.12,DE0905,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
DE0905,73,may,41.4367,-67.6783,1.96,DE0905,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,75,may,41.4783,-67.09,8.56,DE0905,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,82,may,40.5183,-67.6983,2.44,DE0905,82,1,,,,,,,,,,4,,,,,,,24,,,,,,,,,,,,,,,1,,,,,22,,,,,,,,,
DE0905,94,may,42.2183,-65.765,5.03,DE0905,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,99,may,42.6417,-67.2433,3.22,DE0905,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,103,may,43.2717,-66.645,4.23,DE0905,103,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
DE0905,110,may,43.4067,-67.7033,7.21,DE0905,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,112,may,43.1867,-68.3433,4.16,DE0905,112,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,115,may,43.3833,-69.2383,5.28,DE0905,115,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0905,120,may,42.4817,-69.32,4.68,DE0905,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,10,aug,39.9717,-72.59,5.18,DE0909,10,1,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
DE0909,16,aug,39.2733,-73.675,2.7,DE0909,16,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,,,,,,,
DE0909,18,aug,38.815,-73.9083,3.26,DE0909,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,29,aug,37.355,-75.2433,3.44,DE0909,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,24,,,2,,,,,,,,
DE0909,34,aug,36.05,-74.97,5.4,DE0909,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,
DE0909,36,aug,36.1433,-75.48,2.28,DE0909,36,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,5,,3,,,,,,,,,,,
DE0909,52,aug,40.345,-70.195,5.39,DE0909,52,5,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,
DE0909,54,aug,39.9933,-69.8283,3.4,DE0909,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,61,aug,40.8583,-69.445,3.51,DE0909,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,63,aug,40.9783,-68.8167,3.27,DE0909,63,1,,,,,,,,,,14.5,,,,,,,41,,,,,,,,,,,,,,,,,3.25,,,3.25,,,,,,,4,,
DE0909,67,aug,40.8567,-68.2117,3.36,DE0909,67,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,70,aug,41.4317,-68.0083,2.13,DE0909,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
DE0909,78,aug,40.935,-66.6817,5.6,DE0909,78,2,,,,,,,,,,58,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
DE0909,82,aug,41.4217,-66.74,4.41,DE0909,82,1,,,,,,,,,,36.5,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
DE0909,91,aug,42.42,-66.9917,5.39,DE0909,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,97,aug,41.77,-68.5683,5.28,DE0909,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,98,aug,42.0217,-68.9133,5.1,DE0909,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,99,aug,42.185,-69.275,5.73,DE0909,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,100,aug,42.4833,-69.6667,6.54,DE0909,100,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,102,aug,41.86,-69.15,7.12,DE0909,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0909,104,aug,41.3,-69.5333,12.26,DE0909,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
DE0911,3,nov,40.6883,-71.0767,4.91,DE0911,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,20,nov,39.3967,-73.3467,1.58,DE0911,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,22,nov,39.145,-74.275,1.11,DE0911,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,29,nov,37.4383,-75.4467,0.86,DE0911,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,35,nov,36.5183,-74.845,3.35,DE0911,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
DE0911,37,nov,37.225,-75.0833,1.82,DE0911,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
DE0911,51,nov,40.69,-72.6133,2.55,DE0911,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,53,nov,40.6483,-71.6167,3.11,DE0911,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,54,nov,40.8883,-71.5867,2.26,DE0911,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,67,nov,40.3983,-67.575,3.86,DE0911,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,69,nov,40.8933,-67.2433,3.69,DE0911,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,74,nov,41.1867,-67.475,3.51,DE0911,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,81,nov,41.5617,-67.6783,1.73,DE0911,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,90,nov,42.185,-66.61,7.23,DE0911,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,91,nov,42.3117,-66.8867,5.52,DE0911,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,93,nov,42.0483,-67.0367,3.64,DE0911,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,95,nov,42.23,-67.3133,8.24,DE0911,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,103,nov,42.7233,-69.5833,3.39,DE0911,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0911,104,nov,43.0567,-69.8433,3.69,DE0911,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,8,jan,39.8133,-72.3167,5.35,DE1001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,10,jan,39.895,-73.2133,4.74,DE1001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,12,jan,39.7283,-73.4783,5.37,DE1001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,16,jan,38.1467,-74.025,4.57,DE1001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,18,jan,37.5633,-74.5783,6.74,DE1001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,28,jan,38.7683,-74.91,1.11,DE1001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,30,jan,39.06,-74.115,2.92,DE1001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,35,jan,40.3933,-72.615,3.93,DE1001,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,38,jan,40.7233,-72.1783,2.62,DE1001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,39,jan,40.8967,-71.8183,3.3,DE1001,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,41,jan,41.48,-69.4483,5.13,DE1001,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,50,jan,40.6,-67.7483,4.78,DE1001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,51,jan,40.8517,-67.4867,4.23,DE1001,51,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,57,jan,41.2717,-66.8433,5.66,DE1001,57,2,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,59,jan,41.395,-66.383,3.13,DE1001,59,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,76,jan,42.42,-69.345,6.54,DE1001,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,78,jan,42.6067,-70,7.97,DE1001,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,83,jan,43.065,-70.38,6.05,DE1001,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1001,87,jan,42.6767,-70.4317,3.64,DE1001,87,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,5,may,40.7283,-70.5133,5.94,DE1004,5,1,,,,,,,,,,,,,,,,,12,,,,,,,,,,11.33,,,,,,,6,,,,,,,,12.66,,,,
DE1004,6,may,40.52,-71.115,5.65,DE1004,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,25,may,38.1883,-74.6083,3.17,DE1004,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,28,may,37.6017,-74.2783,4.91,DE1004,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,31,may,36.8133,-75.3767,2.97,DE1004,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,
DE1004,32,may,36.6417,-75.0717,2.12,DE1004,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,43,may,37.3133,-75.4467,1.41,DE1004,43,,,,,51,492,,,,,,,,,,,,,,,,,,26.75,9.5,,,,,,,,,,56.75,,,,30,,,,,,,,
DE1004,63,may,40.3967,-70.0833,3.6,DE1004,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,65,may,40.8083,-69.3983,3.91,DE1004,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,73,may,40.895,-68.4433,3.37,DE1004,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,77,may,40.65,-67.115,4.66,DE1004,77,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,93,may,41.5233,-66.6767,4.63,DE1004,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,98,may,41.5633,-68.145,2.35,DE1004,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,
DE1004,105,may,42.1867,-69.48,5.06,DE1004,105,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,110,may,41.8117,-67.815,2.11,DE1004,110,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,2,,2,,
DE1004,115,may,42.9383,-67.08,3.72,DE1004,115,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,125,may,43.355,-68.4133,5.97,DE1004,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,129,may,42.6883,-68.33,3.84,DE1004,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1004,132,may,43.685,-69.645,3.71,DE1004,132,,,,,,,,,,,,17.5,,,,20,,,,,,,,,,,,27.5,,,,,,,,,,,,,,2,,,,,
DE1009,2,aug,42.6333,-70.52,5.82,DE1009,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1009,45,aug,41.8567,-68.145,4.78,DE1009,45,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1009,46,aug,41.9383,-67.78,4.11,DE1009,46,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,72,jan,41.355,-68.9717,4.01,DE1102,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,73,jan,41.0617,-68.315,1.88,DE1102,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,82,jan,40.8133,-67.28,3.33,DE1102,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,92,jan,42.0617,-66.6133,2.92,DE1102,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,103,jan,42.67,-67.0917,,DE1102,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,108,jan,43.36,-68.215,4.22,DE1102,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,110,jan,43.685,-67.645,4.95,DE1102,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,124,jan,42.9817,-69.8783,6.03,DE1102,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1102,126,jan,42.69,-69.9817,5.63,DE1102,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,11,may,40.2283,-72.8133,2.99,DE1105,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,18,may,39.3933,-72.9683,6.86,DE1105,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,25,may,37.5633,-74.9967,3.25,DE1105,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,30,may,36.8967,-74.9433,3.95,DE1105,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,36,may,36.0217,-75.3767,3.21,DE1105,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,37,may,36.23,-75.745,1.39,DE1105,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,40,may,37.3067,-75.6817,0.96,DE1105,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,60,may,40.7333,-72.475,2.33,DE1105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,61,may,40.73,-72.1467,5.03,DE1105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,62,may,40.7283,-71.88,3.6,DE1105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,73,may,41.0617,-69.38,3.18,DE1105,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,77,may,40.6433,-68.6833,3.24,DE1105,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,80,may,40.3533,-67.745,4.81,DE1105,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,83,may,40.6883,-67.745,5.6,DE1105,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,86,may,41.1017,-68.345,4.39,DE1105,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,90,may,41.145,-67.0467,4.93,DE1105,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,105,may,,,,DE1105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,122,may,43.2617,-67.51,6.12,DE1105,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,127,may,,,,DE1105,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,131,may,,,,DE1105,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1105,138,may,43.02,-69.41,7.46,DE1105,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,57,nov,40.5517,-69.8417,4.37,DE1109,57,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
DE1109,58,nov,40.2467,-69.6017,4.47,DE1109,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
DE1109,64,nov,40.65,-68.3117,3.97,DE1109,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,65,nov,40.7617,-67.9233,4.12,DE1109,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,67,nov,40.5967,-67.765,4.64,DE1109,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
DE1109,73,nov,40.9933,-66.7867,2.46,DE1109,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,76,nov,41.6633,-67.1433,5.49,DE1109,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,78,nov,41.68,-66.7533,4.31,DE1109,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,79,nov,41.6483,-66.63,3.23,DE1109,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,81,nov,41.85,-66.23,4.32,DE1109,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,82,nov,42.0167,-66.3433,3.6,DE1109,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,103,nov,43.335,-68.3967,4.66,DE1109,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,110,nov,42.8483,-70.3867,4.02,DE1109,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,112,nov,42.4167,-70.6167,4.25,DE1109,112,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,113,nov,42.485,-70.2833,3.14,DE1109,113,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,114,nov,42.4983,-69.665,5.5,DE1109,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,115,nov,42.045,-68.8017,3.77,DE1109,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,116,nov,41.735,-69.3217,3.57,DE1109,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1109,117,nov,41.3817,-69.4683,1.29,DE1109,117,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,25,nov,40.8967,-69.41,2.43,DE1110,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,26,nov,40.7467,-69.6717,2.4,DE1110,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,31,nov,41.08,-69.165,3.82,DE1110,31,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,37,nov,43.1083,-70.1667,4.98,DE1110,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,38,nov,43.08166667,-70.37166667,3.34,DE1110,38,1,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,41,nov,42.66833333,-70.52333333,5.03,DE1110,41,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,42,nov,42.68166667,-70.44666667,4.79,DE1110,42,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,43,nov,42.69333333,-70.255,5.32,DE1110,43,,,,,,,,,,,,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE1110,44,nov,42.69666667,-70.08666667,4.24,DE1110,44,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB0804,18,may,40.4467,-71.4867,3.12,HB0804,18,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB0804,20,may,40.3967,-71.2217,3.53,HB0804,20,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
HB0804,22,may,40.3483,-70.7133,3.53,HB0804,22,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,22.35,,1,,,,,,,
HB0804,28,may,39.9883,-70.9567,3.75,HB0804,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB0804,30,may,40.0367,-70.5733,3.04,HB0804,30,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,
HB1202,73,may,41.2283,-66.9067,3.82,HB1202,73,1,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1202,75,may,41.2,-66.2917,3.54,HB1202,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1202,79,may,41.7817,-66.16,4.39,HB1202,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
HB1202,80,may,41.6067,-66.24,4.21,HB1202,80,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
HB1202,81,may,41.7817,-66.5983,4.68,HB1202,81,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,
HB1202,82,may,41.54,-66.4967,4.46,HB1202,82,1,,,,,,,,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
HB1202,83,may,41.3883,-66.5633,4.99,HB1202,83,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,